title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Carbon,"Stars,Mark Anthony Cox,Whitney Wegman-Wood,Mike Burnell,,","Raul Urreola,","Raul Urreola,","Crime,Thriller,",,"March 21, 2019 (United States)","United States,","English,","Urreola Film,",,"$15,000 (estimated)",1h 30min,Color,,2.35 : 1,7.2/10,5,,,
Ashik,"Ugur Aslan,Meltem Miraloglu,Emirhan Kartal,","Bilal Babaoglu,","Bilal Babaoglu,","Biography,Drama,History,Music,Romance,",,,"Turkey,","Turkish,",,,,1h 30min,Color,,,,,,,
7th WMIFF Awards,"Stars,John Henry Richardson,John W. Iwanonkiw,Lynne Alana Delaney,,","June Daguiso,","June Daguiso,","Reality-TV,",,,"United States,",,"MJD Productions,",,"$30,000 (estimated)",2h,Color,,,,,,,
Modern Wong Fei Hun,"Robert Gilabert Cuenca,Jerry Liau,","Jerry Liau,","Jerry Liau,","Action,",,"July 12, 2020 (China)","China,","Chinese,","iQIYI Pictures,",,,,Color,,,,,,,
Smosh's If It Were Real Saga,"Ian Hecox,Anthony Padilla,","Ryan Todd,","Ian Hecox,Anthony Padilla,","Comedy,",Not Rated,"October 22, 2013 (United States)","United States,","English,",,,,1h 1min,Color,,,7.0/10,393,,,
Where Y'At (Hello),"Stars,Will Addison,Kim Baptiste,Don Bartholomew,,","Directors,Jason Affolder,Sam Cespedes,Geoffrey Douville,,","Writers,Jason Affolder,Bridget Coila,Jonathan Evans,,","Drama,",,"September 21, 2012 (United States)","United States,","English,","TimeCode NOLA,",,"$10,000 (estimated)",1h 30min,Color,,16:9 HD,,,,,
Carnívora,,"Arthur Tuoto,","Katherine Maclean,","Drama,Fantasy,Horror,",,"June 10, 2016 (Brazil)","Brazil,","English,",,,$100 (estimated),1h 3min,Color,,,4.9/10,12,9,,
Papa Boss,,"Sigal Bujman,","Sigal Bujman,","Biography,",,2013 (United States),"United States,","English,","Marc Pingry Productions,",,"$300,000 (estimated)",,Color,,,,,,,
The Winchester Orphanage,"Stars,Michel Beaudry,Brina,Matt Carrera,,","Jeff Roman,","Jeff Roman,","Comedy,",,"June 6, 2015 (United States)","United States,","English,","Omega 7 films,Team Us productions,",,,,Color,,,9.1/10,18,,,
GOREphers 2,"Stars,Kelly Ann,Meggan Berreth,Holly Bosch,,","Directors,Holly Andreas,Darnelle Johnson,Riley Olson,,","Devon Oman,","Horror,",,"August 24, 2019 (Canada)","Canada,","English,","Dead Prairies Productions,",,,,Color,,,,,,,
"Bom, Nun","Stars,Ji Kyu Im,Lee Kyung-young,Yi-yeong Shim,,","Tae-Gyun Kim,","Tae-Gyun Kim,","Drama,",,"April 26, 2012 (South Korea)","South Korea,","Korean,",,,,1h 49min,Color,,,,,,,
Chaar,"Stars,Hiten Kumar,Samir Rajda,Naitik Raval,,","Naitik Raval,","Naitik Raval,","Drama,",,"December 16, 2011 (India)","India,","Gujarati,","Gallops Entertainment,Vardayee Movie Makers,",,"₹6,000,000 (estimated)",2h 43min,Color,,2.35 : 1,7.6/10,9,,,
Errata,"Stars,Federico D'Elía,Guadalupe Docampo,Arturo Goetz,,","Iván Vescovo,","Fernando Regueira,Iván Vescovo,","Drama,",,"November 20, 2012 (Argentina)","Argentina,","Spanish,","KAFilms,",,,1h 14min,Color,,,6.4/10,43,,,
"2053 More Girls, a Dragon & a Fisherman","Stars,Borkety Boyefio,Massiel Checo,Gary Davis,,","Gary Davis,","Gary Davis,Chin Li,",,,"February 25, 2015 (United States)","United States,","English,","Chocolate Star Entertainment Group,",,,,Color,,,,,,,
Birmingemskiy ornament 2,,"Yury Leiderman,Andrey Silvestrov,",,"Drama,",,2013 (Russia),"Russia,","Russian,","Cine Fantom,",,,1h 29min,Color,,,,,,,
Unconditional Love,"Stars,Shaun Moir,David West,Sarah Welsh,,","Graeme Noble,John-William Noble,","John-William Noble,","Action,Drama,",,,"United Kingdom,","English,","Noble Brothers Productions,",,,1h 52min,Color,,,4.1/10,18,,,
The Pattern,"Stars,Karlo Manalo,Khalid Gunting,Mary Anne Masangkay,,","Julius Roden,","Julius Roden,","Horror,",,"May 5, 2012 (Philippines)","Philippines,","Filipino,","Pagilas Entertainment Productions,",,"₱40,000 (estimated)",1h 30min,Color,,,7.3/10,21,,,
Army & Coop,"Stars,Heath C. Heine,Cali June,Ben Hilzer,,","Dennis Hefter,","Dennis Hefter,","Comedy,",,"March 8, 2018 (United States)","United States,",,"No Clue Entertainment,Tri-Seven Pictures,",,,1h 24min,Color,,,5.9/10,85,4,,
Betaab,"Akshara Singh,Khesari Lal Yadav,","Ajay Kumar Jha,Sanoj Mishra,",,"Drama,",,"February 28, 2014 (India)","India,","Bhojpuri,",,,,2h 50min,Color,,,,,,,
Videotronyxz,"Stars,Brandon Mindel,Hope Milligan,Dylan Coulter,,","Brendan Taylor,","Brendan Taylor,","Comedy,Drama,Fantasy,",,"October 7, 2018 (United States)","Canada,","English,","Funfayr Pictures,",,"CA$10,000 (estimated)",1h 54min,Color,,16:9 HD,,,,,
Roach,"Stars,Robert Richard,Gregory Olusola Nicholas,Jaqueline Rudison,,","Jai Aitch,Trent A Johnson,","Jai Aitch,","Horror,",,"January 20, 2017 (United States)","United States,","English,","DSB Media,GDFilmworks,",,"$10,000 (estimated)",,Color,,,,,,,
Puenting,"Stars,Marta Belmonte,Juanjo Cabrera,Javier Corral,,","Bibiana Monje,","Bibiana Monje,","Comedy,Drama,",,2019 (Spain),"Spain,","Spanish,","Volcano Films,Impulso,",,"€500,000 (estimated)",,Color,,16:9 HD,,,,,
"Njósnir, lygar og fjölskyldubönd",,,,,,"January 31, 2016 (Iceland)",,,,"$11,059",,,,,,,,,,
Nue Naku Karudera,"Asuka Kurosawa,Honoka Ishibashi,",,,"Mystery,Romance,Thriller,",,,"Japan,","Japanese,",,,,1h 25min,Color,,,,,,,
The Tramp,"Stars,Cindy Lemos,Megan Elizabeth Wescott,Simone Leorin,,","Dima Levanchuk,","Hilary Gray,Dima Levanchuk,","Action,Thriller,",,"June 25, 2013 (United States)","United States,","English,","Troubadour Productions,",,,1h 17min,Color,,,7.0/10,8,,,
